mx_state,mx_municipality,validation_status,resolution,official_state,official_municipality,candidate_count,candidate_states,suggested_state,state_mismatch_flag,drop_reason
Hidalgo,Singuilucan,resolved,exact_same_state,Hidalgo,Singuilucan,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tasquillo,resolved,exact_same_state,Hidalgo,Tasquillo,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tecozautla,resolved,exact_same_state,Hidalgo,Tecozautla,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tenango De Doria,resolved,exact_same_state,Hidalgo,Tenango De Doria,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tepeapulco,resolved,exact_same_state,Hidalgo,Tepeapulco,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tepehuacan De Guerrero,resolved,exact_same_state,Hidalgo,Tepehuacan De Guerrero,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tepeji Del Rio De Ocampo,resolved,exact_same_state,Hidalgo,Tepeji Del Rio De Ocampo,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tepetitlan,resolved,exact_same_state,Hidalgo,Tepetitlan,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tetepango,resolved,exact_same_state,Hidalgo,Tetepango,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tezontepec De Aldama,resolved,exact_same_state,Hidalgo,Tezontepec De Aldama,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tianguistengo,resolved,exact_same_state,Hidalgo,Tianguistengo,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tizayuca,resolved,exact_same_state,Hidalgo,Tizayuca,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tlahuelilpan,resolved,exact_same_state,Hidalgo,Tlahuelilpan,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tlahuiltepa,resolved,exact_same_state,Hidalgo,Tlahuiltepa,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tlanalapa,resolved,exact_same_state,Hidalgo,Tlanalapa,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tlanchinol,resolved,exact_same_state,Hidalgo,Tlanchinol,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tlaxcoapan,resolved,exact_same_state,Hidalgo,Tlaxcoapan,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tolcayuca,resolved,exact_same_state,Hidalgo,Tolcayuca,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tula De Allende,resolved,exact_same_state,Hidalgo,Tula De Allende,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Tulancingo De Bravo,resolved,exact_same_state,Hidalgo,Tulancingo De Bravo,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Villa De Tezontepec,resolved,exact_same_state,Hidalgo,Villa De Tezontepec,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Xochiatipan,resolved,exact_same_state,Hidalgo,Xochiatipan,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Xochicoatlan,resolved,exact_same_state,Hidalgo,Xochicoatlan,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Yahualica,resolved,exact_same_state,Hidalgo,Yahualica,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Zacualtipan De Angeles,resolved,exact_same_state,Hidalgo,Zacualtipan De Angeles,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Zapotlan De Juarez,resolved,exact_same_state,Hidalgo,Zapotlan De Juarez,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Zempoala,resolved,exact_same_state,Hidalgo,Zempoala,1,Hidalgo,Hidalgo,FALSE,NA
Hidalgo,Zimapan,resolved,exact_same_state,Hidalgo,Zimapan,1,Hidalgo,Hidalgo,FALSE,NA
Jalisco,Acatic,resolved,exact_same_state,Jalisco,Acatic,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Acatlan De Juarez,resolved,exact_same_state,Jalisco,Acatlan De Juarez,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Aguascalientes,resolved,inegi_state_reassignment_exact,Aguascalientes,Aguascalientes,1,Aguascalientes,Aguascalientes,TRUE,NA
Jalisco,Ahualulco De Mercado,resolved,exact_same_state,Jalisco,Ahualulco De Mercado,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Amacueca,resolved,exact_same_state,Jalisco,Amacueca,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Amatitan,resolved,exact_same_state,Jalisco,Amatitan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ameca,resolved,exact_same_state,Jalisco,Ameca,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Arandas,resolved,exact_same_state,Jalisco,Arandas,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Atemajac De Brizuela,resolved,exact_same_state,Jalisco,Atemajac De Brizuela,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Atengo,resolved,exact_same_state,Jalisco,Atengo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Atenguillo,resolved,exact_same_state,Jalisco,Atenguillo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Atotonilco El Alto,resolved,exact_same_state,Jalisco,Atotonilco El Alto,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Atoyac,resolved,exact_same_state,Jalisco,Atoyac,2,Jalisco | Veracruz De Ignacio De La Llave,NA,FALSE,NA
Jalisco,Autlan De Navarro,resolved,exact_same_state,Jalisco,Autlan De Navarro,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ayotlan,resolved,exact_same_state,Jalisco,Ayotlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ayutla,resolved,exact_same_state,Jalisco,Ayutla,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Bolanos,resolved,exact_same_state,Jalisco,Bolanos,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Cabo Corrientes,resolved,exact_same_state,Jalisco,Cabo Corrientes,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Canadas De Obregon,resolved,exact_same_state,Jalisco,Canadas De Obregon,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Casimiro Castillo,resolved,exact_same_state,Jalisco,Casimiro Castillo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Chapala,resolved,exact_same_state,Jalisco,Chapala,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Chimaltitan,resolved,exact_same_state,Jalisco,Chimaltitan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Chiquilistlan,resolved,exact_same_state,Jalisco,Chiquilistlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Cihuatlan,resolved,exact_same_state,Jalisco,Cihuatlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Cocula,resolved,exact_same_state,Jalisco,Cocula,2,Guerrero | Jalisco,NA,FALSE,NA
Jalisco,Colima,resolved,inegi_state_reassignment_exact,Colima,Colima,1,Colima,Colima,TRUE,NA
Jalisco,Colotlan,resolved,exact_same_state,Jalisco,Colotlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Concepcion De Buenos Aires,resolved,exact_same_state,Jalisco,Concepcion De Buenos Aires,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Cuautitlan De Garcia Barragan,resolved,exact_same_state,Jalisco,Cuautitlan De Garcia Barragan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Cuautla,resolved,exact_same_state,Jalisco,Cuautla,2,Jalisco | Morelos,NA,FALSE,NA
Jalisco,Cuquio,resolved,exact_same_state,Jalisco,Cuquio,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Degollado,resolved,exact_same_state,Jalisco,Degollado,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ejutla,resolved,exact_same_state,Jalisco,Ejutla,1,Jalisco,Jalisco,FALSE,NA
Jalisco,El Arenal,resolved,exact_same_state,Jalisco,El Arenal,2,Hidalgo | Jalisco,NA,FALSE,NA
Jalisco,El Grullo,resolved,exact_same_state,Jalisco,El Grullo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,El Limon,resolved,exact_same_state,Jalisco,El Limon,1,Jalisco,Jalisco,FALSE,NA
Jalisco,El Salto,resolved,exact_same_state,Jalisco,El Salto,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Encarnacion De Diaz,resolved,exact_same_state,Jalisco,Encarnacion De Diaz,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Etzatlan,resolved,exact_same_state,Jalisco,Etzatlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Gomez Farias,resolved,exact_same_state,Jalisco,Gomez Farias,3,Chihuahua | Jalisco | Tamaulipas,NA,FALSE,NA
Jalisco,Guachinango,resolved,exact_same_state,Jalisco,Guachinango,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Guadalajara,resolved,exact_same_state,Jalisco,Guadalajara,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Hostotipaquillo,resolved,exact_same_state,Jalisco,Hostotipaquillo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Huejucar,resolved,exact_same_state,Jalisco,Huejucar,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Huejuquilla El Alto,resolved,exact_same_state,Jalisco,Huejuquilla El Alto,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ixtlahuacan De Los Membrillos,resolved,exact_same_state,Jalisco,Ixtlahuacan De Los Membrillos,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ixtlahuacan Del Rio,resolved,exact_same_state,Jalisco,Ixtlahuacan Del Rio,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Jalostotitlan,resolved,exact_same_state,Jalisco,Jalostotitlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Jamay,resolved,exact_same_state,Jalisco,Jamay,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Jesus Maria,resolved,exact_same_state,Jalisco,Jesus Maria,2,Aguascalientes | Jalisco,NA,FALSE,NA
Jalisco,Jilotlan De Los Dolores,resolved,exact_same_state,Jalisco,Jilotlan De Los Dolores,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Jocotepec,resolved,exact_same_state,Jalisco,Jocotepec,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Juanacatlan,resolved,exact_same_state,Jalisco,Juanacatlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Juchitlan,resolved,exact_same_state,Jalisco,Juchitlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,La Barca,resolved,exact_same_state,Jalisco,La Barca,1,Jalisco,Jalisco,FALSE,NA
Jalisco,La Huerta,resolved,exact_same_state,Jalisco,La Huerta,1,Jalisco,Jalisco,FALSE,NA
Jalisco,La Manzanilla De La Paz,resolved,exact_same_state,Jalisco,La Manzanilla De La Paz,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Lagos De Moreno,resolved,exact_same_state,Jalisco,Lagos De Moreno,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Magdalena,resolved,exact_same_state,Jalisco,Magdalena,3,Jalisco | Sonora | Veracruz De Ignacio De La Llave,NA,FALSE,NA
Jalisco,Mascota,resolved,exact_same_state,Jalisco,Mascota,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Mazamitla,resolved,exact_same_state,Jalisco,Mazamitla,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Mexticacan,resolved,exact_same_state,Jalisco,Mexticacan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Mezquitic,resolved,exact_same_state,Jalisco,Mezquitic,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Miguel Hidalgo,resolved,inegi_state_reassignment_exact,Ciudad De Mexico,Miguel Hidalgo,1,Ciudad De Mexico,Ciudad De Mexico,TRUE,NA
Jalisco,Mixtlan,resolved,exact_same_state,Jalisco,Mixtlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ocotlan,resolved,exact_same_state,Jalisco,Ocotlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Ojuelos De Jalisco,resolved,exact_same_state,Jalisco,Ojuelos De Jalisco,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Pihuamo,resolved,exact_same_state,Jalisco,Pihuamo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Poncitlan,resolved,exact_same_state,Jalisco,Poncitlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Puerto Vallarta,resolved,exact_same_state,Jalisco,Puerto Vallarta,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Quitupan,resolved,exact_same_state,Jalisco,Quitupan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Cristobal De La Barranca,resolved,exact_same_state,Jalisco,San Cristobal De La Barranca,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Diego De Alejandria,resolved,exact_same_state,Jalisco,San Diego De Alejandria,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Gabriel,resolved,exact_same_state,Jalisco,San Gabriel,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Ignacio,resolved,inegi_state_reassignment_exact,Sinaloa,San Ignacio,1,Sinaloa,Sinaloa,TRUE,NA
Jalisco,San Ignacio Cerro Gordo,resolved,exact_same_state,Jalisco,San Ignacio Cerro Gordo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Juan De Los Lagos,resolved,exact_same_state,Jalisco,San Juan De Los Lagos,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Juanito De Escobedo,resolved,exact_same_state,Jalisco,San Juanito De Escobedo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Julian,resolved,exact_same_state,Jalisco,San Julian,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Marcos,resolved,exact_same_state,Jalisco,San Marcos,2,Guerrero | Jalisco,NA,FALSE,NA
Jalisco,San Martin De Bolanos,resolved,exact_same_state,Jalisco,San Martin De Bolanos,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Martin De Hidalgo,resolved,safe_alias_same_state,Jalisco,San Martin Hidalgo,NA,NA,NA,FALSE,NA
Jalisco,San Martin Hidalgo,resolved,exact_same_state,Jalisco,San Martin Hidalgo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Miguel El Alto,resolved,exact_same_state,Jalisco,San Miguel El Alto,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Pedro,resolved,inegi_state_reassignment_exact,Coahuila De Zaragoza,San Pedro,1,Coahuila De Zaragoza,Coahuila De Zaragoza,TRUE,NA
Jalisco,San Pedro Tlaquepaque,resolved,exact_same_state,Jalisco,San Pedro Tlaquepaque,1,Jalisco,Jalisco,FALSE,NA
Jalisco,San Sebastian Del Oeste,resolved,exact_same_state,Jalisco,San Sebastian Del Oeste,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Santa Maria De Los Angeles,resolved,exact_same_state,Jalisco,Santa Maria De Los Angeles,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Santa Maria Del Oro,resolved,exact_same_state,Jalisco,Santa Maria Del Oro,2,Jalisco | Nayarit,NA,FALSE,NA
Jalisco,Sayula,resolved,exact_same_state,Jalisco,Sayula,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tala,resolved,exact_same_state,Jalisco,Tala,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Talpa De Allende,resolved,exact_same_state,Jalisco,Talpa De Allende,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tamazula De Gordiano,resolved,exact_same_state,Jalisco,Tamazula De Gordiano,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tapalpa,resolved,exact_same_state,Jalisco,Tapalpa,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tecalitlan,resolved,exact_same_state,Jalisco,Tecalitlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Techaluta De Montenegro,resolved,exact_same_state,Jalisco,Techaluta De Montenegro,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tecolotlan,resolved,exact_same_state,Jalisco,Tecolotlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tenamaxtlan,resolved,exact_same_state,Jalisco,Tenamaxtlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Teocaltiche,resolved,exact_same_state,Jalisco,Teocaltiche,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Teocuitatlan De Corona,resolved,exact_same_state,Jalisco,Teocuitatlan De Corona,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tepatitlan De Morelos,resolved,exact_same_state,Jalisco,Tepatitlan De Morelos,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tequila,resolved,exact_same_state,Jalisco,Tequila,2,Jalisco | Veracruz De Ignacio De La Llave,NA,FALSE,NA
Jalisco,Teuchitlan,resolved,exact_same_state,Jalisco,Teuchitlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tijuana,resolved,inegi_state_reassignment_exact,Baja California,Tijuana,1,Baja California,Baja California,TRUE,NA
Jalisco,Tizapan El Alto,resolved,exact_same_state,Jalisco,Tizapan El Alto,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tlajomulco De Zuniga,resolved,exact_same_state,Jalisco,Tlajomulco De Zuniga,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Toliman,resolved,exact_same_state,Jalisco,Toliman,2,Jalisco | Queretaro,NA,FALSE,NA
Jalisco,Tomatlan,resolved,exact_same_state,Jalisco,Tomatlan,2,Jalisco | Veracruz De Ignacio De La Llave,NA,FALSE,NA
Jalisco,Tonala,resolved,exact_same_state,Jalisco,Tonala,2,Chiapas | Jalisco,NA,FALSE,NA
Jalisco,Tonaya,resolved,exact_same_state,Jalisco,Tonaya,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tonila,resolved,exact_same_state,Jalisco,Tonila,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Totatiche,resolved,exact_same_state,Jalisco,Totatiche,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tototlan,resolved,exact_same_state,Jalisco,Tototlan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tuxcacuesco,resolved,exact_same_state,Jalisco,Tuxcacuesco,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tuxcueca,resolved,exact_same_state,Jalisco,Tuxcueca,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Tuxpan,resolved,exact_same_state,Jalisco,Tuxpan,4,Jalisco | Michoacan De Ocampo | Nayarit | Veracruz De Ignacio De La Llave,NA,FALSE,NA
Jalisco,Union De San Antonio,resolved,exact_same_state,Jalisco,Union De San Antonio,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Union De Tula,resolved,exact_same_state,Jalisco,Union De Tula,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Valle De Guadalupe,resolved,exact_same_state,Jalisco,Valle De Guadalupe,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Valle De Juarez,resolved,exact_same_state,Jalisco,Valle De Juarez,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Villa Corona,resolved,exact_same_state,Jalisco,Villa Corona,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Villa Guerrero,resolved,exact_same_state,Jalisco,Villa Guerrero,2,Estado De Mexico | Jalisco,NA,FALSE,NA
Jalisco,Villa Hidalgo,resolved,exact_same_state,Jalisco,Villa Hidalgo,4,Jalisco | San Luis Potosi | Sonora | Zacatecas,NA,FALSE,NA
Jalisco,Villa Purificacion,resolved,exact_same_state,Jalisco,Villa Purificacion,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Yahualica De Gonzalez Gallo,resolved,exact_same_state,Jalisco,Yahualica De Gonzalez Gallo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Zacoalco De Torres,resolved,exact_same_state,Jalisco,Zacoalco De Torres,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Zapopan,resolved,exact_same_state,Jalisco,Zapopan,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Zapotiltic,resolved,exact_same_state,Jalisco,Zapotiltic,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Zapotitlan De Vadillo,resolved,exact_same_state,Jalisco,Zapotitlan De Vadillo,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Zapotlan Del Rey,resolved,exact_same_state,Jalisco,Zapotlan Del Rey,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Zapotlan El Grande,resolved,exact_same_state,Jalisco,Zapotlan El Grande,1,Jalisco,Jalisco,FALSE,NA
Jalisco,Zapotlanejo,resolved,exact_same_state,Jalisco,Zapotlanejo,1,Jalisco,Jalisco,FALSE,NA
Michoacan De Ocampo,Acuitzio,resolved,exact_same_state,Michoacan De Ocampo,Acuitzio,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Aguililla,resolved,exact_same_state,Michoacan De Ocampo,Aguililla,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Alvaro Obregon,resolved,exact_same_state,Michoacan De Ocampo,Alvaro Obregon,2,Ciudad De Mexico | Michoacan De Ocampo,NA,FALSE,NA
Michoacan De Ocampo,Angamacutiro,resolved,exact_same_state,Michoacan De Ocampo,Angamacutiro,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Angangueo,resolved,exact_same_state,Michoacan De Ocampo,Angangueo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Apatzingan,resolved,exact_same_state,Michoacan De Ocampo,Apatzingan,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Aporo,resolved,exact_same_state,Michoacan De Ocampo,Aporo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Aquila,resolved,exact_same_state,Michoacan De Ocampo,Aquila,2,Michoacan De Ocampo | Veracruz De Ignacio De La Llave,NA,FALSE,NA
Michoacan De Ocampo,Ario,resolved,exact_same_state,Michoacan De Ocampo,Ario,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Arteaga,resolved,exact_same_state,Michoacan De Ocampo,Arteaga,2,Coahuila De Zaragoza | Michoacan De Ocampo,NA,FALSE,NA
Michoacan De Ocampo,Brisenas,resolved,exact_same_state,Michoacan De Ocampo,Brisenas,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Buenavista,resolved,exact_same_state,Michoacan De Ocampo,Buenavista,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Caracuaro,resolved,exact_same_state,Michoacan De Ocampo,Caracuaro,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Charapan,resolved,exact_same_state,Michoacan De Ocampo,Charapan,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Charo,resolved,exact_same_state,Michoacan De Ocampo,Charo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Chavinda,resolved,exact_same_state,Michoacan De Ocampo,Chavinda,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Cheran,resolved,exact_same_state,Michoacan De Ocampo,Cheran,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Chilchota,resolved,exact_same_state,Michoacan De Ocampo,Chilchota,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Chinicuila,resolved,exact_same_state,Michoacan De Ocampo,Chinicuila,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Chucandiro,resolved,exact_same_state,Michoacan De Ocampo,Chucandiro,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Churintzio,resolved,exact_same_state,Michoacan De Ocampo,Churintzio,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Churumuco,resolved,exact_same_state,Michoacan De Ocampo,Churumuco,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Coahuayana,resolved,exact_same_state,Michoacan De Ocampo,Coahuayana,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Coalcoman De Vazquez Pallares,resolved,exact_same_state,Michoacan De Ocampo,Coalcoman De Vazquez Pallares,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Coeneo,resolved,exact_same_state,Michoacan De Ocampo,Coeneo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Cojumatlan De Regules,resolved,exact_same_state,Michoacan De Ocampo,Cojumatlan De Regules,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Contepec,resolved,exact_same_state,Michoacan De Ocampo,Contepec,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Copandaro,resolved,exact_same_state,Michoacan De Ocampo,Copandaro,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Cotija,resolved,exact_same_state,Michoacan De Ocampo,Cotija,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Cuitzeo,resolved,exact_same_state,Michoacan De Ocampo,Cuitzeo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Ecuandureo,resolved,exact_same_state,Michoacan De Ocampo,Ecuandureo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Epitacio Huerta,resolved,exact_same_state,Michoacan De Ocampo,Epitacio Huerta,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Erongaricuaro,resolved,exact_same_state,Michoacan De Ocampo,Erongaricuaro,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Gabriel Zamora,resolved,exact_same_state,Michoacan De Ocampo,Gabriel Zamora,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Hidalgo,resolved,exact_same_state,Michoacan De Ocampo,Hidalgo,5,Coahuila De Zaragoza | Durango | Michoacan De Ocampo | Nuevo Leon | Tamaulipas,NA,FALSE,NA
Michoacan De Ocampo,Huandacareo,resolved,exact_same_state,Michoacan De Ocampo,Huandacareo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Huaniqueo,resolved,exact_same_state,Michoacan De Ocampo,Huaniqueo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Huetamo,resolved,exact_same_state,Michoacan De Ocampo,Huetamo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Huiramba,resolved,exact_same_state,Michoacan De Ocampo,Huiramba,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Indaparapeo,resolved,exact_same_state,Michoacan De Ocampo,Indaparapeo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Irimbo,resolved,exact_same_state,Michoacan De Ocampo,Irimbo,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Ixtlan,resolved,exact_same_state,Michoacan De Ocampo,Ixtlan,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
Michoacan De Ocampo,Jacona,resolved,exact_same_state,Michoacan De Ocampo,Jacona,1,Michoacan De Ocampo,Michoacan De Ocampo,FALSE,NA
